Tweet,PositiveWord,NegativeWords,TotalPostive,TotalNegative,Polarity
rt skynews covid infection rate in england at lowest level since september ,nan,['infection'],0,1,Negative
rt chuckwoolery in the beginning of covid china closed down wuhan to the rest of china then they allowed 500 thousand residents of wuh ,nan,nan,0,0,neutral
is it too late to watch tiger king i want future generations to believe i was there during covid in 2020,nan,nan,0,0,neutral
rt strandjunker the amount of damage fox news has caused is probably incalculable they are responsible for hundreds of thousands more co ,nan,['damage'],0,1,Negative
rt sphiamia i m so down bad for the covid shot ,nan,['bad'],0,1,Negative
my family is a great example of a gender divide and it s funny because covid turns the benefit upside down all w ,"['great', 'benefit']",nan,2,0,Positive
rt justamanic2020 deanobeidallah when i think of the former president s work on covid i remember him making a fuss defending his commen ,nan,nan,1,1,neutral
 mschlapp trump so bungled the covid response he turned out 81 million people to vote against him in the middle of ,['trump'],nan,1,0,Positive
 randyl1959 govkristinoem not one business shutdown by the government sd and mn have comparable covid death rates ,nan,"['not', 'death']",0,2,Negative
rt bigdawg103rd 2 years ago i was supposed to open up for three6mafia but the start of the covid 19 pandemic got the show canceled toda ,nan,nan,0,0,neutral
sure sure there s a big snow storm coming ,nan,nan,0,0,neutral
rt hammsanchez if grandpa joe is saying that all adults will be eligible for the vaccine by 5 1 then why can t nycmayor meishaporter a ,nan,nan,0,0,neutral
rt jeremynewberger brian kilmeade is done talking about the half a million americans who died of covid he has totally moved on he s lik ,nan,['died'],0,1,Negative
rt benmeyerink teachers do not get enough credit for the challenges and risks they have overcome this past year great to see them receiv ,nan,nan,2,2,neutral
rt meiselasb the gqp be like we don t believe in vaccines and we don t believe covid is a public health concern but please give credit ,nan,nan,1,1,neutral
rt abc new vice pres kamala harris celebrates signing of covid relief bill the president promised help is on the way and today help ,"['relief', 'promised']",nan,2,0,Positive
in alabama one birmingham clinic that serves a mostly poor black population has not been given a single dose ,nan,"['poor', 'not']",0,2,Negative
rt govandybeshear on friday gov andy beshear announced 963 new covid 19 cases in kentucky and a positivity rate below 4 read more ,nan,nan,0,0,neutral
rt lsesumexsociety day 2 of the mexico week 2021 we ll discuss how the world is going to change after the covid 19 pandemic with lorenz ,nan,nan,0,0,neutral
rt meiselasb the gqp be like we don t believe in vaccines and we don t believe covid is a public health concern but please give credit ,nan,nan,1,1,neutral
rt osfansdkp trump prepaid 7 companies for 100 million doses each of the vaccine 3 have been approved so far this is why they can imme ,['trump'],nan,1,0,Positive
 no 10 was a plague pit how covid brought westminster to its knees ,nan,['plague'],0,1,Negative
im crying ,nan,nan,0,0,neutral
rt annastaciamp all non essential visits to patients will not be allowed if you must attend pa hospital you will be required to wear a ,nan,['not'],0,1,Negative
rt senronjohnson does joebiden wants us to continue living in a state of fear this pandemic could have been defeated months ago amp tens ,nan,nan,1,1,neutral
 cmattingly97 lord have mercy do i think the unvaccinated may still be contracting covid 19 five years from now ,['mercy'],nan,1,0,Positive
rt jacques lakan really hate how news shows blame the shitty economy on covid it s been a year other countries are going back to normal ,nan,"['hate', 'blame']",0,2,Negative
rt democracystorm despite the lack of any vaccine delivery infrastructure in place on jan 20th the biden admin has been able to increase ,nan,['lack'],0,1,Negative
rt dennis3335r tndeptofhealth wear a face mask wash your hands stay 6 apart get your vaccine ,nan,nan,0,0,neutral
rt algerwins not a single long term study on the effects of the so called vaccine but rest easy the manufacturers have 100 blanke ,nan,nan,1,1,neutral
rt governortomwolf excited to announce that pa expects to receive upwards of 200 000 doses of johnson amp johnson vaccine every week starti ,['excited'],nan,1,0,Positive
rt twigletm yeahbut macrojohnnorth lynlinking greenvergewoman wgarnews another reason to despise scottmorrisonmp ensured he was h ,nan,['despise'],0,1,Negative
rt beckettunite on sunday police broke up a socially distanced protest by nurses against the 1 insult fined the 61 year old organiser 1 ,nan,"['broke', 'protest', 'insult']",0,3,Negative
 nearly 20 of the us population has received one dose while 10 of the population is fully vaccinated ,nan,nan,0,0,neutral
rt iwcouncil item 24 mayoral minute council will write to planning minister robstokes requesting urgent gazettal of the gateway determ ,nan,['urgent'],0,1,Negative
rt kayleighmcenany question for white house briefing biden said he inherited vaccine mess amp won t acknowledge the historic work of th ,"['won', 'work']",nan,2,0,Positive
rt ellie 00 you can register your phone number to 999 by just texting them register this means you can text the emergency services if ,nan,['emergency'],0,1,Negative
rt whyynews more than 200 people received the first dose of pfizer s covid 19 vaccine today through a new partnership between immigrant s ,nan,nan,0,0,neutral
rt thattimwalker this is what happens when you ve a pillock in charge who boasted about shaking hands with covid19 patients ,nan,nan,0,0,neutral
rt dr2nisreenalwan this day a year ago community testing for covid stopped in the uk amp was restricted to people in hospitals i remember ,nan,['restricted'],0,1,Negative
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
rt meenaharris okay yes the vaccine gives me lots of hope but y all are re opening indoors way too fast ,['fast'],nan,1,0,Positive
rt devisridhar good news in this new pre print studying vaccination in health care workers in scotland suggests that the vaccine help ,['good'],nan,1,0,Positive
 economictimes why from 11pm looks knee jerk action when 99 people are confined to their homes at night if the ob ,nan,"['jerk', 'confined']",0,2,Negative
 spindlypete technically the card is a second form of documentation for receiving the covid 19 vaccine the first ,nan,nan,0,0,neutral
media release contra costa improves to red tier shows steady improvement since winter covid 19 spike ,"['improves', 'steady', 'improvement']",nan,3,0,Positive
rt jeremynewberger brian kilmeade is done talking about the half a million americans who died of covid he has totally moved on he s lik ,nan,['died'],0,1,Negative
rt snow anx ious4u kevankenney mtv thank you kevan i can t wait to watch snow man s grandeur request snowman mtv fridaylivestr ,"['thank', 'grandeur']",nan,2,0,Positive
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt aehcat this will blow your mind covid exposed copy and share everywhere via youtube i can t share this en ,nan,['blow'],0,1,Negative
rt davideggert00 lansing mich ap michigan all adults will be eligible for covid 19 vaccine starting april 5 detroit to get mass ,nan,nan,0,0,neutral
rt arbiter of bias nc 3 12 with covid deaths update 41 dod reported removed see chart backlog 0 new missing dod 4 missing ,nan,['bias'],0,1,Negative
rt jerbooth 1marzipan shellbran3 voiceoffranky dfisman moriartylab quocdngu zchagla yonifreedhoff wilsonkm2 spaiglass stankutc ,nan,nan,0,0,neutral
rt abc new vice pres kamala harris celebrates signing of covid relief bill the president promised help is on the way and today help ,"['relief', 'promised']",nan,2,0,Positive
 gr91108 texanindiana yes that one the same one that lost every recount lost every lawsuit claiming widespr ,nan,['lost'],0,1,Negative
rt fahmidakamali the story is not the breakfast the story is 911 was called to report an unresponsive child paramedics never arrived ,nan,"['not', 'unresponsive']",0,2,Negative
rt tojistiddies wanna be pumped so full of toji s nut that i have to go to the emergency room and get it syringed out of me 15 times,nan,['emergency'],0,1,Negative
rt jstaatscpa the new covid relief bill in 90 seconds taxtwitter ,['relief'],nan,1,0,Positive
rt meenaharris okay yes the vaccine gives me lots of hope but y all are re opening indoors way too fast ,['fast'],nan,1,0,Positive
rt swaggrry if harry styles had covered take me to church by hozier covid wouldn t exist,nan,nan,0,0,neutral
rt pmpmagtoday 𝟭𝟳𝟱 lives reported lost due to covid19 and 𝟲 𝟲𝟬𝟵 new infections reported in 24h i e 𝟰𝟬 𝟵𝟴𝟯 new cases reported in 7 day ,nan,"['lost', 'infections']",0,2,Negative
rt bmj latest what can we learn from the past pandemic history suggests we must brace ourselves for another year of uncertainty and co ,nan,nan,0,0,neutral
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
donald trump deserves minimal recognition for the response to the vaccine and pandemic he literally was derelict i ,['trump'],nan,1,0,Positive
 crainschicago govpritzker chicagosmayor again a piss poor partnership they have had months to plan for a vacc ,nan,['poor'],0,1,Negative
 abraarkaran i called this out early in the pandemic circa february 2020 when i did a pubmed research and realized covid was airborne ,nan,nan,0,0,neutral
rt nhsbsolccg are you over 56 if so you re now eligible to book an appointment for your covid19 vaccination schedule your appointmen ,nan,nan,0,0,neutral
 irishtimes of course because of the government balls up of the getting vaccine,nan,nan,0,0,neutral
